,Category,Quote,Tags
788,"humor,books",Be careful about reading health books. Some fine day you'll die of a misprint.,"['books', 'health', 'humor', 'misattributed-mark-twain', 'misprints ']"
789,success,"You can be discouraged by failure, or you can learn from it. So go ahead and make mistakes, make all you can. Because, remember that's where you'll find success - on the far side of failure.","['Failure', 'Mistakes', 'Learn']"
790,"hope,life","We have always held to the hope, the belief, the conviction that there is a better life, a better world, beyond the horizon.","['Life', 'Conviction', 'Belief']"
791,life,"Well, my life hasn't really changed... I've been homeschooled for a long time. So that helped a lot because of shooting and stuff. But, I have had friends who I've been friends with for years and years and they are my true friends, you know?","['Time', 'True', 'Shooting']"
792,humor,"From sixteen to twenty, all women, kept in humor by their hopes and by their attractions, appear to be good-natured.","['Women', 'Sixteen', 'Hopes']"
793,love,"Unable are the loved to die, for love is immortality.","['Sympathy', 'Loved', 'Die']"
794,"arts,life","Life is not an exact science, it is an art.","['Life', 'Science', 'Exact']"
795,"humor,inspiration","It’s no use going back to yesterday, because I was a different person then.","['alice', 'humor', 'inspirational', 'philosophy-of-life', 'psychological', 'yesterday ']"
796,success,"As you walk in God's divine wisdom, you will surely begin to see a greater measure of victory and good success in your life.","['Life', 'Wisdom', 'God']"
797,"hope,life",You may not always have a comfortable life and you will not always be able to solve all of the world's problems at once but don't ever underestimate the importance you can have because history has shown us that courage can be contagious and hope can take on a life of its own.,"['Life', 'Courage', 'History']"
798,life,"Oh, man, if in real life I was as cool and suave as Coach Taylor and had all the answers, things would be easier.","['Cool', 'Coach', 'Answers']"
799,love,At sunrise everything is luminous but not clear. It is those we live with and love and should know who elude us. You can love completely without complete understanding.,"['Sunrise', 'Clear', 'Complete']"
800,arts,The art of a people is a true mirror to their minds.,"['Mirror', 'True', 'Minds']"
801,books,The books that the world calls immoral are books that show the world its own shame.,"['books', 'morality', 'reading ']"
802,success,"Growing up in a group home, and with an undiagnosed learning disability to boot, the odds of success were not on my side. But when I joined the high school football team, I learned the value of discipline, focus, persistence, and teamwork - all skills that have proven vital to my career as a C.E.O. and social entrepreneur.","['Learning', 'Home', 'Teamwork']"
803,hope,"The human heart has hidden treasures, In secret kept, in silence sealed; The thoughts, the hopes, the dreams, the pleasures, Whose charms were broken if revealed.","['Dreams', 'Broken', 'Silence']"
804,life,"We're so terrified of death in Western culture that we have to make up a myth of an afterlife. I think there's something to be said for living your life very mindful of the fact that you're going to die because I think you carry yourself differently. It doesn't have to be this big, negative bummer.","['Death', 'Culture', 'Negative']"
805,humor,"If I had to describe my sense of humor, I would say it's contemporary wit, you know what I'm saying?","['Saying', 'Describe', 'Wit']"
806,love,I love fast cars... and to go too fast in them.,"['Car', 'Cars', 'Fast']"
807,arts,Film will only became an art when its materials are as inexpensive as pencil and paper.,"['Pencil', 'Paper', 'Materials']"
808,success,"I have a tendency to sabotage relationships; I have a tendency to sabotage everything. Fear of success, fear of failure, fear of being afraid. Useless, good-for-nothing thoughts.","['Fear', 'Failure', 'Thoughts']"
809,"hope,success","A little more persistence, a little more effort, and what seemed hopeless failure may turn to glorious success.","['Success', 'Failure', 'Effort']"
810,life,"Being incarcerated is truly very serious, and it has changed my life to such an extent that breaking the cycle has become my sole focus. Jail is definitely not cool. Education is.","['Education', 'Cool', 'Focus']"
811,humor,"Things can be funny only when we are in fun. When we're 'dead earnest,' humor is the only thing that is dead.","['Funny', 'Fun', 'Dead']"
812,love,"I know of only one duty, and that is to love.","[""Valentine's Day""]"
813,arts,The art and science of asking questions is the source of all knowledge.,"['Knowledge', 'Science']"
814,success,I'd rather invest in an entrepreneur who has failed before than one who assumes success from day one.,"['Rather', 'Failed', 'Invest']"
815,hope,"Hope lies in dreams, in imagination, and in the courage of those who dare to make dreams into reality.","['Courage', 'Dreams', 'Reality']"
816,life,"I like tricks; I like to dazzle. Dribbling and leaving your opponent on his backside is what life is for. If I achieve what I want to, then I'll mark a distinct era in football. I'm the Che Guevara of modern soccer.","['Football', 'Soccer', 'Leaving']"
817,humor,I suppose I miss the British cynicism and the humor.,"['British', 'Cynicism', 'Miss']"
818,"friendship,love,humor","Between men and women there is no friendship possible. There is passion, enmity, worship, love, but no friendship.","['Relationship', 'Friendship']"
819,arts,"Raising children is a creative endeavor, an art rather than a science.","['Science', 'Creative', 'Endeavor']"
820,success,"The hardest thing to find in life is balance - especially the more success you have, the more you look to the other side of the gate. What do I need to stay grounded, in touch, in love, connected, emotionally balanced? Look within yourself.","['Life', 'Love', 'Balance']"
821,hope,"Let your hopes, not your hurts, shape your future.","['Future', 'Hurts', 'Shape']"
822,life,I have a lot of sympathy for young people because I realize how disturbed I was. How would I deal with life in the future? What would I do for a living?,"['Future', 'Sympathy', 'Living']"
823,humor,"There are certain things I learned when I first started learning about acting, to try and place the character physically and emotionally. And the way you place them emotionally is often with humor.","['Learning', 'Character', 'Acting']"
824,love,Love is the outreach of self toward completion.,"['Self', 'Completion', 'Toward']"
825,arts,You should never feel afraid to become a piece of art. It's exhilarating.,"['Afraid', 'Piece']"
826,success,A tragic irony of life is that we so often achieve success or financial independence after the chief reason for which we sought it has passed away.,"['Independence', 'Life']"
827,"hope,life,love","Three grand essentials to happiness in this life are something to do, something to love, and something to hope for.","['Life', 'Love', 'Happiness']"
828,life,"I know that some endeavor to throw the mantle of romance over the subject and treat woman like some ideal existence, not liable to the ills of life. Let those deal in fancy who have nothing better to deal in; we have to do with sober, sad realities, with stubborn facts.","['Sad', 'Woman', 'Treat']"
829,humor,"I'm very confident that Nick Hornby always gets it right as a writer. He has the vernacular and passion. He is adroit and dry, and balances humor with the humanity of life.","['Life', 'Passion', 'Humanity']"
830,love,"Love. Fall in love and stay in love. Write only what you love, and love what you write. The key word is love. You have to get up in the morning and write something you love, something to live for.","['Morning', 'Fall', 'Key']"
831,arts,"A work of art when placed in a gallery loses its charge, and becomes a portable object or surface disengaged from the outside world.","['Work', 'Outside', 'Surface']"
832,success,A key to achieving success is to assemble a strong and stable management team.,"['Team', 'Achieving', 'Strong']"
833,hope,"I simply can't build my hopes on a foundation of confusion, misery and death... I think... peace and tranquillity will return again.","['Death', 'Peace', 'Foundation']"
834,life,"I've got an overactive brain. I enjoy work, I enjoy life, and I'm not good at relaxing. I've also never slept very much due to this overactive imagination and my brain constantly thinking.","['Work', 'Good', 'Thinking']"
835,humor,"You see, that's another thing that my parents gave me: an enormously great sense of humor.","['Great', 'Parents', 'Gave']"
836,"life,love",Love is our true destiny. We do not find the meaning of life by ourselves alone - we find it with another.,"[""Valentine's Day"", 'Life', 'Alone']"
837,arts,"What 'War and Peace' is to the novel and 'Hamlet' is to the theater, Swan Lake' is to ballet - that is, the name which to many people stands for and sums up an art form.","['War', 'Peace', 'Lake']"
838,success,Some might complain that nuclear disarmament is little more than a dream. But that ignores the very tangible benefits disarmament would bring for all humankind. Its success would strengthen international peace and security. It would free up vast and much-needed resources for social and economic development. It would advance the rule of law.,"['Peace', 'Law', 'Dream']"
839,hope,Hope is the thing with feathers that perches in the soul - and sings the tunes without the words - and never stops at all.,"['Soul', 'Words', 'Feathers']"
840,"life,love,success","My success set me up for life, and it meant that I could retire from the music industry at 27 to spend time with my newborn daughter and my wife. My time away from the spotlight allowed me to rediscover my love for music, and I'm doing it for me now and no one else.","['Love', 'Success', 'Music']"
841,humor,"The woman who runs the Pennsylvania Innocence Project told me that there's a man she's been trying to get out of prison for 26 years. Every night before she goes to bed, she thinks, 'What is he doing?' She says you don't sleep. And yet, she has the greatest sense of humor and this light that comes out of her.","['Light', 'Sleep', 'Woman']"
842,"friendship,life,love","Friendship marks a life even more deeply than love. Love risks degenerating into obsession, friendship is never anything but sharing.","['Friendship', 'Life', 'Risks']"
843,arts,"Pop Art looks out into the world. It doesn't look like a painting of something, it looks like the thing itself.","['Painting', 'Looks', 'Pop']"
844,success,"Good ideas are like Nike sports shoes. They may facilitate success for an athlete who possesses them, but on their own they are nothing but an overpriced pair of sneakers. Sports shoes don't win races. Athletes do.","['Sports', 'Good', 'Shoes']"
845,hope,Hope will never be silent.,['Silent']
846,life,"Music is as integral to me as my own DNA. My life has become a continual soundtrack, with music underscoring the most powerful and even the most banal moments of my life.","['Music', 'Powerful', 'Moments']"
847,humor,"In rough times, pathfinders rely on work, friends, humor and prayer. They develop a support network.","['Work', 'Prayer', 'Support']"
848,love,"I don't think I've had love at first sight. But, I've definitely had moments where I've seen a person, and I'm like, 'Wow, there is something different about you, and I really want to get to know you.'","['Moments', 'Sight', 'Seen']"
849,arts,"The roles of art, morality, religion, political faith, science itself are not to repair organic exhaustion nor to provide sound functioning of the organs. All this supraphysical life is built and expanded not because of the demands of the cosmic environment but because of the demands of the social environment.","['Life', 'Faith', 'Science']"
850,"mind,books","... a mind needs books as a sword needs a whetstone, if it is to keep its edge.","['books', 'mind ']"
851,success,Success is the sum of details.,"['Details', 'Sum']"
852,hope,We must free ourselves of the hope that the sea will ever rest. We must learn to sail in high winds.,"['Sea', 'Sail', 'Learn']"
853,life,One's real life is so often the life that one does not lead.,['Lead']
854,humor,And humor has always been a weapon. You want to get even on somebody? You want to attack somebody? Make fun of them.,"['Fun', 'Attack', 'Weapon']"
855,love,"If you don't love the Dodgers, there's a good chance you may not get into Heaven.","['Good', 'Chance', 'Heaven']"
856,arts,"Let's face it: professing a deep interest in movies, the absolutely dominant global art form of the last century, is at this point like professing an interest in air. Passion is nice. Erudition is admirable. But it's like that moment when good manners cross over into meaningless etiquette.","['Good', 'Movies', 'Deep']"
857,success,One press account said I was an overnight success. I thought that was the longest night I've ever spent.,"['Night', 'Press', 'Account']"
858,hope,"I find hope in the darkest of days, and focus in the brightest. I do not judge the universe.","['Focus', 'Universe', 'Darkest']"
859,"life,love","If you are lucky enough to find a way of life you love, you have to find the courage to live it.","['Courage', 'Love', 'Lucky']"
860,humor,"You can't do anything to be funny. That's cringeworthy. If your humor comes out of a place of love every time, you don't make the joke bigger than you. The funniest comedians are in touch with their emotional level.","['Funny', 'Love', 'Time']"
861,love,I love my cats more than I love most people. Probably more than is healthy.,"['Cats', 'Healthy']"
862,arts,I used to go and flatten my nose against that window and absorb all I could of his art. It changed my life. I saw art then as I wanted to see it.,"['Life', 'Window', 'Against']"
863,success,It's a special person - and personality - who can lead a start-up to soaring success and sustain that success for the long term. Apple co-founder Steve Jobs and Facebook's Mark Zuckerberg are star examples.,"['Special', 'Apple', 'Star']"
864,hope,"You can make positive deposits in your own economy every day by reading and listening to powerful, positive, life-changing content and by associating with encouraging and hope-building people.","['Positive', 'Reading', 'Listening']"
865,"humor,life","Humor has been the balm of my life, but it's been reserved for those close to me, not part of the public Lana.","['Humor', 'Close', 'Balm']"
866,humor,"I still haven't found the humor in getting hit by a cement truck. My knees still hurt when I think about it, so no jokes about that yet.","['Hurt', 'Truck', 'Found']"
867,love,"Would not the child's heart break in despair when the first cold storm of the world sweeps over it, if the warm sunlight of love from the eyes of mother and father did not shine upon him like the soft reflection of divine light and love?","['Eyes', 'Mother', 'Father']"
868,arts,Photographing a cake can be art.,['Cake']
869,success,"Indomitable perseverance in a business, properly understood, always ensures ultimate success.","['Business', 'Ultimate', 'Ensures']"
870,hope,"Hope is important because it can make the present moment less difficult to bear. If we believe that tomorrow will be better, we can bear a hardship today.","['Hardship', 'Today', 'Tomorrow']"
871,life,"The goal is to live a full, productive life even with all that ambiguity. No matter what happens, whether the cancer never flares up again or whether you die, the important thing is that the days that you have had you will have lived.","['Goal', 'Cancer', 'Die']"
872,humor,Life is just so much fun and so filled with humor.,"['Life', 'Fun', 'Filled']"
873,love,"I am a bit of a hopeless romantic. I really do have a faith and a belief in love, and when I love, I love hard.","['Faith', 'Romantic', 'Belief']"
874,arts,As a child I was very into gadgets and machines and robots. The idea of experimenting with machines to create art was always something I tinkered with.,"['Child', 'Create', 'Robots']"
875,success,Money and success don't change people; they merely amplify what is already there.,"['Change', 'Money', 'Merely']"
876,hope,We must rediscover the distinction between hope and expectation.,['Rediscover']
877,life,"It's paradoxical, that the idea of living a long life appeals to everyone, but the idea of getting old doesn't appeal to anyone.","['Living', 'Anyone', 'Appeal']"
878,humor,"My two big date deal breakers are someone with no sense of humor and someone who chews badly. I will never be with someone who never laughs or someone who chews disgustingly, so if either of those things are detected on a date - it's a total deal breaker.","['Date', 'Total', 'Deal']"
879,love,"The Lord has been there from wanting to be a momma, to having a wonderful childhood life and dreaming of having a good motherhood as a child; always wanting to meet a good old country boy and having someone to love as much as I love my husband Roland and having a little boy that is a mixture of the both of us.","['Life', 'Good', 'Childhood']"
880,arts,"When I travel, I draw and paint sketches which is great fun. And as long as you are fully aware that it has nothing to do with actual art, I think that's all right.","['Travel', 'Great', 'Fun']"
881,success,The season of failure is the best time for sowing the seeds of success.,"['Failure', 'Best', 'Time']"
882,hope,"I am prepared for the worst, but hope for the best.","['Best', 'Prepared', 'Worst']"
883,"life,poetry",The purpose of life is to be defeated by greater and greater things.,"['Purpose', 'Defeated', 'Greater']"
884,humor,"I think humor is important for all of us, and a great comedian is a great treasure.","['Great', 'Treasure', 'Comedian']"
885,love,I'm always swimming forward like a shark. You just keep going and you don't rest. I love waking up knowing that I have a problem to solve.,"['Forward', 'Swimming', 'Problem']"
886,arts,"It's the word 'artful'; it's such a great word, with its dark and its light side, its art and its cunning, the craft and the crafty of it - I've been preoccupied with the word 'artful' and the twin notions of 'cornucopia' and 'pickpocket' it suggests for quite some time.","['Time', 'Great', 'Light']"
887,"philosophy,humor",Have you ever noticed how ‘What the hell’ is always the right decision to make?,"['humor', 'misattributed-to-marilyn-monroe', 'philosophy ']"
888,success,"The battle of life is, in most cases, fought uphill; and to win it without a struggle were perhaps to win it without honor. If there were no difficulties there would be no success; if there were nothing to struggle for, there would be nothing to be achieved.","['Life', 'Struggle', 'Battle']"
889,"hope,love",Courage is like love; it must have hope for nourishment.,"['Love', 'Courage']"
890,life,"The month of November makes me feel that life is passing more quickly. In an effort to slow it down, I try to fill the hours more meaningfully.","['Month', 'Effort', 'Slow']"
891,humor,"While many of us never knew Ronald Reagan personally, we felt close to him because we shared his lighthearted sense of humor, admired his uncommon virtue, and were moved by his remarkable wisdom.","['Wisdom', 'Virtue', 'Close']"
892,love,"My father was a man of love. He always loved me to death. He worked hard in the fields, but my father never hit me. Never. I don't ever remember a really cross, unkind word from my father.","['Death', 'Father', 'Loved']"
893,arts,Love of beauty is taste. The creation of beauty is art.,"['Beauty', 'Love', 'Creation']"
894,success,"Any fact facing us is not as important as our attitude toward it, for that determines our success or failure. The way you think about a fact may defeat you before you ever do anything about it. You are overcome by the fact because you think you are.","['Failure', 'Attitude', 'Overcome']"
895,hope,Youth is easily deceived because it is quick to hope.,"['Youth', 'Deceived', 'Quick']"
896,life,"As comedians, we are all laughing because life is so horrible. Life is so difficult, and I cope with it by making jokes about absolutely everything.","['Difficult', 'Cope', 'Jokes']"
897,humor,"A sense of humor is important. I'm always attracted to a girl with confidence. In terms of looks, I don't have a type. I think a lot of girls think that they have to be super-thin, to meet the Hollywood image, but I think a girl who is voluptuous is very beautiful.","['Confidence', 'Beautiful', 'Girl']"
898,love,The story of a love is not important-what is important is that one is capable of love. It is perhaps the only glimpse we are permitted of eternity.,"['Capable', 'Eternity', 'Glimpse']"
899,arts,"Speak the truth, do not yield to anger; give, if thou art asked for little; by these three steps thou wilt go near the gods.","['Truth', 'Anger', 'Speak']"
900,humor,"Do you remember me telling you we are practicing non-verbal spells, Potter?""""Yes,""said Harry stiffly.""Yes, sir.""""There's no need to call me ""sir""Professor.""The words had escaped him before he knew what he was saying.","['humor', 'rebellion', 'sarcasm ']"
901,wisdom,Knowing yourself is the beginning of all wisdom.,"['introspection', 'self-discovery', 'wisdom ']"
902,success,Success in its highest and noblest form calls for peace of mind and enjoyment and happiness which come only to the man who has found the work that he likes best.,"['Happiness', 'Work', 'Best']"
903,hope,"Hope is definitely not the same thing as optimism. It is not the conviction that something will turn out well, but the certainty that something makes sense, regardless of how it turns out.","['Conviction', 'Optimism']"
904,life,"I trust that when people meet, we meet for a transcendent reason, and that the challenges we face in life are always lessons that serve our soul's growth.","['Trust', 'Growth', 'Soul']"
905,humor,"There's something very authentic about humor, when you think about it. Anybody can pretend to be serious. But you can't pretend to be funny.","['Funny', 'Serious', 'Anybody']"
906,love,"To control the breathing is to control the mind. With different patterns of breathing, you can fall in love, you can hate someone, you can feel the whole spectrum of feelings just by changing your breathing.","['Control', 'Hate', 'Feelings']"
907,arts,There's no art to find the mind's construction in the face.,['Face']
908,success,"Life is a series of punches. It presents a lot of challenges. It presents a lot of hardship, but the people that are able to take those punches and able to move forward are the ones that really do have a lot of success and have a lot of joy in their life and have a lot of stories to tell, too.","['Life', 'Challenges', 'Joy']"
909,hope,"I said to my soul, be still, and wait without hope, For hope would be hope for the wrong thing.","['Soul', 'Wrong', 'Wait']"
910,life,"All of life and human relations have become so incomprehensibly complex that, when you think about it, it becomes terrifying and your heart stands still.","['Heart', 'Complex', 'Relations']"
911,humor,Humor is so important to the American scene throughout history.,"['History', 'Scene', 'Throughout']"
912,love,"If you cannot inspire a woman with love of you, fill her above the brim with love of herself; all that runs over will be yours.","['Relationship', 'Woman', 'Inspire']"
913,arts,"'Crazy' is a term of art; 'Insane' is a term of law. Remember that, and you will save yourself a lot of trouble.","['Crazy', 'Law', 'Remember']"
914,inspiration,"You can't live your life for other people. You've got to do what's right for you, even if it hurts some people you love.","['inspirational', 'the-notebook ']"
915,success,"The only thing I'm addicted to is winning. This bootleg cult, arrogantly referred to as Alcoholics Anonymous, reports a 5 percent success rate. My success rate is 100 percent.","['Winning', 'Percent', 'Cult']"
916,hope,"The hope of a secure and livable world lies with disciplined nonconformists who are dedicated to justice, peace and brotherhood.","['Peace', 'Justice', 'Dedicated']"
917,life,That's the secret to life... replace one worry with another.,"['Worry', 'Secret', 'Replace']"
918,humor,"When humor can be made to alternate with melancholy, one has a success, but when the same things are funny and melancholic at the same time, it's just wonderful.","['Funny', 'Success', 'Time']"
919,arts,"I think in art, but especially in films, people are trying to confirm their own existences.","['Confirm', 'Existences', 'Films']"
920,"life,love","The one you love and the one who loves you are never, ever the same person.","['life', 'love ']"
921,success,A great social success is a pretty girl who plays her cards as carefully as if she were plain.,"['Great', 'Girl', 'Cards']"
922,hope,Hope is the pillar that holds up the world. Hope is the dream of a waking man.,"['Dream', 'Pillar', 'Holds']"
923,life,"If you would only recognize that life is hard, things would be so much easier for you.","['Recognize', 'Easier']"
924,humor,"There is a lack of humor in fashion. To me, it's always been the fun, cool industry to work in, and I always wanted people to be on my side and see how much fun we really have behind the scenes.","['Work', 'Cool', 'Fun']"
925,love,"I love a massage. I'd go every day if I could. I don't need to be wrapped in herbs like a salmon fillet, but I do love a massage.","['Massage', 'Herbs', 'Salmon']"
926,arts,Art washes away from the soul the dust of everyday life.,"['Life', 'Soul', 'Everyday']"
927,success,Eighty percent of success is showing up.,"['Eighty', 'Percent', 'Showing']"
928,"hope,love",I believe that imagination is stronger than knowledge. That myth is more potent than history. That dreams are more powerful than facts. That hope always triumphs over experience. That laughter is the only cure for grief. And I believe that love is stronger than death.,"['Love', 'Death', 'Knowledge']"
929,life,We have known since the 1800s that carbon dioxide traps heat in the atmosphere. The right amount keeps the climate conducive to human life.,"['Heat', 'Climate', 'Atmosphere']"
930,humor,"Humor is the oxygen of children's literature. There's a lot of competition for children's time, but even kids who hate to read want to read a funny book.","['Funny', 'Time', 'Book']"
931,love,I love to sing. Mostly about love and sex.,"['Sex', 'Sing', 'Mostly']"
932,arts,"Art is the stored honey of the human soul, gathered on wings of misery and travail.","['Soul', 'Wings', 'Honey']"
933,success,I was obliged to be industrious. Whoever is equally industrious will succeed equally well.,"['Succeed', 'Equally']"
934,"hope,life","When I stand before God at the end of my life, I would hope that I would not have a single bit of talent left, and could say, 'I used everything you gave me'.","['Life', 'God', 'Talent']"
935,life,"Well, I think breathing life into the Endangered Species Act, taking those wolves back into Yellowstone, restoring the salmon in the rivers of the Pacific Northwest.","['Wolves', 'Act', 'Breathing']"
936,humor,"In my first story, 'Mr. Mysterious & Company'... I was asked to take out some of the humor because editors were afraid reviewers would dismiss the book as a joke. Today, humor is enjoyed and no longer regarded as literary brummagem.","['Today', 'Book', 'Company']"
937,love,The new 'Joy' was needed for a number of reasons. Recent developments in nutrition and new ingredients were two of the major reasons for the revision. One of the other big reasons was America's new love for big flavors. Yay!,"['Joy', 'Nutrition', 'Number']"
938,arts,Art begins with resistance - at the point where resistance is overcome. No human masterpiece has ever been created without great labor.,"['Great', 'Overcome', 'Labor']"
939,success,"Flaming enthusiasm, backed up by horse sense and persistence, is the quality that most frequently makes for success.","['Frequently', 'Quality', 'Horse']"
940,"hope,life","When we meet real tragedy in life, we can react in two ways - either by losing hope and falling into self-destructive habits, or by using the challenge to find our inner strength. Thanks to the teachings of Buddha, I have been able to take this second way.","['Life', 'Strength', 'Challenge']"
941,"life,love","The thing about Mumbai is you go five yards and all of human existence is revealed. It's an incredible cavalcade of life, and I love that.","['Love', 'Existence', 'Five']"
942,humor,"You find out in life that people really like you funny. So what do you give 'em? Humor. And then if you show them the other side, they don't like you as much. I find, too, that I can hide behind the idiot's mask being funny, and you never see the sorrow or the pain.","['Life', 'Funny', 'Pain']"
943,love,"You either love or you hate. You live in the middle, you get nothing.","['Hate', 'Middle', 'Either']"
944,"arts,hope","I hope to live all my life for my art, without abandoning my principles one iota.","['Life', 'Hope', 'Principles']"
945,success,"It's the steady, quiet, plodding ones who win in the lifelong race.","['Win', 'Quiet', 'Race']"
946,hope,I'm here to spread a message of hope. Follow your heart. Don't follow what you've been told you're supposed to do.,"['Heart', 'Follow', 'Message']"
947,life,"We know there is gravity because apples fall from trees. We can observe gravity in daily life. If we could throw an apple to the edge of the universe, we would observe it accelerating.","['Daily', 'Universe', 'Trees']"
948,humor,Humor is a social lubricant that helps us get over some of the bad spots.,"['Social', 'Spots', 'Helps']"
949,love,It's possible to love a human being if you don't know them too well.,['Possible']
950,arts,"The principle of art is to pause, not bypass.","['Pause', 'Principle', 'Bypass']"
951,success,A person with a new idea is a crank until the idea succeeds.,"['Crank', 'Succeeds', 'Until']"
952,"hope,love","Love recognizes no barriers. It jumps hurdles, leaps fences, penetrates walls to arrive at its destination full of hope.","['Romantic', 'Love', 'Barriers']"
953,life,Nothing in life is so exhilarating as to be shot at without result.,"['Result', 'Shot']"
954,humor,Insult is powerful. Insult begets both rage and humor and often at the same time.,"['Time', 'Powerful', 'Insult']"
955,love,"Animals have never betrayed me. They are an easy prey, as I have been throughout my career. So we feel the same. I love them.","['Career', 'Animals', 'Easy']"
956,arts,It may be that the deep necessity of art is the examination of self-deception.,"['Deep', 'Necessity']"
957,success,Success in almost any field depends more on energy and drive than it does on intelligence. This explains why we have so many stupid leaders.,"['Energy', 'Stupid', 'Leaders']"
958,hope,My dream is of a place and a time where America will once again be seen as the last best hope of earth.,"['Patriotism', 'Best', 'Time']"
959,"life,love","The spirit of Christmas is the spirit of love and of generosity and of goodness. It illuminates the picture window of the soul, and we look out upon the world's busy life and become more interested in people than in things.","['Christmas', 'Love', 'Soul']"
960,humor,"Maybe the bar is low, but most of the strips that are 50, 60, 70 years old that are on their second or third generation of artists, the humor is pretty bland. There are others by people that were raised on 'Family Guy' or 'South Park' that are edgier. Mine's not as edgy as those, but it's edgier than 'Beetle Bailey.'","['Family', 'Generation', 'Artists']"
961,love,Only a struggle twists sentimentality and lust together into love.,"['Struggle', 'Together', 'Lust']"
962,arts,Painting is a nail to which I fasten my ideas.,"['Ideas', 'Painting', 'Nail']"
963,success,"When you win, nothing hurts.","['Win', 'Hurts']"
964,"arts,hope","Vulnerability is the essence of romance. It's the art of being uncalculated, the willingness to look foolish, the courage to say, 'This is me, and I'm interested in you enough to show you my flaws with the hope that you may embrace me for all that I am but, more important, all that I am not.'","['Romantic', 'Art', 'Courage']"
965,life,"Never try to impress a woman, because if you do she'll expect you to keep up the standard for the rest of your life.","['Impress', 'Woman', 'Rest']"
966,humor,"The people I mixed with in Monaco didn't relate to my South African mentality or humor... Although I have met some wonderful people since I've been living in Monaco, I regard them all as acquaintances. I only have two people I consider friends here.","['Living', 'Wonderful', 'Mentality']"
967,love,"I just love real characters; they're not pretentious, and every emotion is on the surface, they're regular working people. Their likes, their dislikes, their loves, their hates, their passions; they're all right there on the surface.","['Emotion', 'Surface', 'Loves']"
968,arts,Art must take reality by surprise.,"['Reality', 'Surprise']"
969,success,"The man who has done his level best... is a success, even though the world may write him down a failure.","['Best', 'Failure', 'Level']"
970,hope,"I hope I shall possess firmness and virtue enough to maintain what I consider the most enviable of all titles, the character of an honest man.","['Character', 'Virtue', 'Honest']"
971,life,Early in life I had to choose between honest arrogance and hypocritical humility. I chose the former and have seen no reason to change.,"['Change', 'Arrogance', 'Humility']"
972,humor,"Along with a sense of humor, my songs have to be sincere, and they have to be sung from a position of inner conviction.","['Conviction', 'Position', 'Along']"
973,love,"I love dressing up and doing the red carpet every once in a while, but I am very much a jeans kinda girl, so it's all a little embarrassing for me.","['Girl', 'Red', 'Dressing']"
974,arts,What I wanted to do was to paint sunlight on the side of a house.,"['Paint', 'House', 'Sunlight']"
975,success,To be prepared is half the victory.,"['Victory', 'Prepared', 'Half']"
976,hope,"There are only two lasting bequests we can hope to give our children. One of these is roots, the other, wings.","['Parenting', 'Lasting', 'Roots']"
977,life,"The happiest people in the world are those who feel absolutely terrific about themselves, and this is the natural outgrowth of accepting total responsibility for every part of their life.","['Natural', 'Accepting', 'Happiest']"
978,humor,"If you look back, Mozart, Haydn and Beethoven were mixing music and humor all the time.","['Music', 'Time', 'Mixing']"
979,love,"Brazil is where I belong, the place that feels like home. They love their family, their country and God, and are not afraid to let anybody know it.","['Family', 'Home', 'God']"
980,arts,Art enables us to find ourselves and lose ourselves at the same time.,"['Time', 'Lose', 'Ourselves']"
981,"success,happiness",Success is getting what you want. Happiness is wanting what you get.,"['Happiness', 'Wanting']"
982,"hope,inspiration,love",To love means loving the unlovable. To forgive means pardoning the unpardonable. Faith means believing the unbelievable. Hope means hoping when everything seems hopeless.,"['Inspirational', 'Love', 'Faith']"
983,life,"Children astound me with their inquisitive minds. The world is wide and mysterious to them, and as they piece together the puzzle of life, they ask 'Why?' ceaselessly.","['Together', 'Puzzle', 'Minds']"
984,humor,"There is something really horrific for any human being who feels he is being consumed by other people. I'm talking about a writer's critics, who don't address what you've written, but want to probe into your existence and magnify the trivia of your life without any sense of humor, without any sense of context.","['Life', 'Talking', 'Context']"
985,love,"I'd love to knock an audience cold with one note, but what do you do for the rest of the evening?","['Evening', 'Rest', 'Audience']"
986,arts,Pictures deface walls more often than they decorate them.,"['Walls', 'Pictures', 'Decorate']"
987,books,Books are a uniquely portable magic.,"['books', 'magic', 'reading ']"
988,happiness,Happiness in intelligent people is the rarest thing I know.,['happiness ']
989,success,"As kids we're not taught how to deal with success; we're taught how to deal with failure. If at first you don't succeed, try, try again. If at first you succeed, then what?","['Failure', 'Succeed', 'Again']"
990,hope,"I prefer to win titles with the team ahead of individual awards or scoring more goals than anyone else. I'm more worried about being a good person than being the best football player in the world. When all this is over, what are you left with? When I retire, I hope I am remembered for being a decent guy.","['Best', 'Good', 'Goals']"
991,life,God never promised us a trouble-free life.,"['God', 'Promised']"
992,humor,"I've heard too many times where people say that I'm this ultra-serious guy. In truth, I've got an extremely absurd sense of humor. I thrive on the absurd - I love it.","['Love', 'Truth', 'Heard']"
993,love,"I like to believe that love is a reciprocal thing, that it can't really be felt, truly, by one.","['Reciprocal', 'Truly', 'Felt']"
994,arts,The mission of art is to represent nature not to imitate her.,"['Nature', 'Mission', 'Represent']"
995,success,Success is dependent on effort.,"['Effort', 'Dependent']"
